Started,Ended,Name of conflict,Belligerents,Defeated,Part of,War link,Wider conflict link
1982,2000,South Lebanon conflict (1985–2000)\n,Hezbollah\nAmal\nLebanese Communist Party\nJammoul\nPFLP–GC,Israel\nSouth Lebanon Army,"Israeli–Lebanese conflict, the Iran–Israel\nproxy conflict, and the Israeli–Palestinian conflict",https://en.wikipedia.org/wiki/South_Lebanon_conflict_(1985%E2%80%932000),https://en.wikipedia.org/wiki/Israeli%E2%80%93Lebanese_conflict
1985,1985,Agacher Strip War,Mali,Burkina Faso,,https://en.wikipedia.org/wiki/Agacher_Strip_War,
1986,1986,South Yemen Civil War\n,al-Toghmah,al-Zomrah,Arab Cold War,https://en.wikipedia.org/wiki/South_Yemen_Civil_War,https://en.wikipedia.org/wiki/Arab_Cold_War
1986,1986,1986 United States bombing of Libya\n,United States,Libya,Cold War,https://en.wikipedia.org/wiki/1986_United_States_bombing_of_Libya,https://en.wikipedia.org/wiki/Cold_War
1986,1992,Surinamese Interior War,Surinamese National Army,Jungle Commando\nTucayana Amazonas,,https://en.wikipedia.org/wiki/Surinamese_Interior_War,
1986,1987,Ciskei-Transkei conflict,Ciskei,Transkei\nCiskei dissidents,,https://en.wikipedia.org/wiki/Ciskei#Ciskei%E2%80%93Transkei_hostilities_and_Operation_Katzen,
1986,1987,Sumdorong Chu standoff,India,China,,https://en.wikipedia.org/wiki/Sumdorong_Chu_standoff,
1987,1989,1987–1989 JVP insurrection\n,Sri Lanka\nIndia\nPro-government paramilitaries:\nEagles of the Central Hills\nBlack Cats\n...and at least 8 other minor groups\nAnti-JVP leftist militias:\nPeoples Revolutionary Red Army\nVikalpa Kandayama[590],Janatha Vimukthi\nPeramuna\nDeshapremi Janatha Viyaparaya\nPatriotic People's Armed\nTroops,Cold War and Sri Lankan Civil War,https://en.wikipedia.org/wiki/1987%E2%80%931989_JVP_insurrection,https://en.wikipedia.org/wiki/Cold_War
1987,1989,War of the Tribes,Tajammu al-Arabi\nSudan\nSupported by:\nLibya,Fur tribes\nSupported by:\nChad,,https://en.wikipedia.org/wiki/War_of_the_Tribes,
1987,1991,Singing Revolution\n,Estonia\nPopular Front of Estonia\nEstonian Citizens' Committee\nCongress of Estonia\nHeritage Society\nMRP-AEG\nEstonian National Independence\nParty\nEstonian Social Democratic\nIndependence Party\nCommunist Party (pro-independence\nfaction)\nEstonian Social Democratic Party,Soviet Union\nSoviet Army\nKGB\nOMON\nInterfront\nCommunist Party of\nLithuania (pro-Moscow faction)\nYedinstvo\nCommunist Party of Latvia\n(pro-Moscow faction),Revolutions of 1989 and the Dissolution\nof the Soviet Union,https://en.wikipedia.org/wiki/Singing_Revolution,https://en.wikipedia.org/wiki/Revolutions_of_1989
,,,Latvia\nPopular Front of Latvia\nHelsinki-86\nLatvian National Independence\nMovement\nCitizens' Congress\nEnvironmental Protection Club\nCommunist Party (pro-independence\nfaction)\nLatvian Social Democratic Party\nLithuania\nSąjūdis\nLithuanian Liberty League\nCommunist Party (pro-independence\nfaction)\nDemocratic Labour Party of\nLithuania\nLithuanian Riflemen's Union,International Front of the\nWorking People of Latvia\nCommunist Party of Estonia\n(pro-Moscow faction)\nIntermovement,,,
1987,1993,First Intifada\n,Israel,Al-Qiyada al-Muwhhada\nFatah\nPopular Front for the\nLiberation of Palestine\nDemocratic Front for the\nLiberation of Palestine\nPalestinian Communist\nParty\nHamas\nPalestinian Islamic Jihad,Israeli–Palestinian conflict,https://en.wikipedia.org/wiki/First_Intifada,https://en.wikipedia.org/wiki/Israeli%E2%80%93Palestinian_conflict
1987,Ongoing,Lord's Resistance Army insurgency\n,Uganda\nZaire (until 1997)\nDR Congo (from 1997)\nCentral African Republic (from\n2008)\nSouth Sudan\nArrow Boys\nUFDR\nMONUC[591]\nRussia (since April 2024)\nWagner Group[592]\nSupported by:\nUnited States\n(2011–2017)[593][594][595]\nNorth Korea(until 1990s),Lord's Resistance Army\nSupported by:\nSudan (1994–2002)[596]\nAllied Democratic Forces,Cold war (Until 1991),https://en.wikipedia.org/wiki/Lord's_Resistance_Army_insurgency,https://en.wikipedia.org/wiki/Cold_war
1988,1994,First Nagorno-Karabakh War\n,Nagorno-Karabakh[ai]\nArmenia[aj]\nArmenian Revolutionary\nFederation\nForeign groups:\nKuban Cossacks[597]\nOssetian volunteers[598]\nSlavic mercenaries[599],Azerbaijan (from 1991)\nSoviet Union (until 1991)[ak]\nAzerbaijan SSR\nForeign groups:\nHezbe Wahdat[604]\nHezb-e-Islami[605]\nGrey Wolves[606]\nChechen volunteers[607]\nUNA-UNSO[608][609][610]\nSlavic mercenaries[599]\nTurkish volunteers[611][612],"Nagorno-Karabakh conflict, the\ndissolution of the Soviet Union, and the Wars in the\nCaucasus",https://en.wikipedia.org/wiki/First_Nagorno-Karabakh_War,https://en.wikipedia.org/wiki/Nagorno-Karabakh_conflict
1988,1988,1988 Maldives coup d'état attempt,India\nMaldives,People's Liberation\nOrganisation of Tamil Eelam\nMaldivian rebels,Indian\nIntervention in the Sri Lankan civil war,https://en.wikipedia.org/wiki/Indian_intervention_in_the_Sri_Lankan_Civil_War,https://en.wikipedia.org/wiki/1988_Maldives_coup_d'%C3%A9tat_attempt
1988,1998,Bougainville conflict,Bougainville Interim\nGovernment (BIG),Papua New Guinea,,https://en.wikipedia.org/wiki/Bougainville_conflict,
,,,Bougainville Revolutionary Army\n(BRA)\nSupported by:\nSolomon Islands\nFiji (alleged),Buka Liberation Front\nBougainville Resistance Force\nSupported by:\nAustralia\nIndonesia[613],,,
1989,1989,1989 Paraguayan coup d'état,1st Army Corps,Government of Paraguay,,https://en.wikipedia.org/wiki/1989_Paraguayan_coup_d'%C3%A9tat,
1989,1992,Afghan Civil War (1989–1992)\n,Afghan Interim Government[614]\nJamiat-e Islami\nHezb-e Islami Gulbuddin (until\nJuly 1989)[614]\nNational Islamic Front of\nAfghanistan\nIttehad-e Islami\nHezb-i Islami Khalis\nHarakat-i Inqilab-i Islami[615]\nIndependent Factions:\nKhalq (1990)[616]\nHezb-e Islami Gulbuddin (from July\n1989)[614]\nJunbish-i Milli (from 1992)\nForeign Mujahideen:\nAl Qaeda[617]\nMaktab al-Khidamat\nVarious factions also fought among each\nother\nSupported by:\nPakistan\nUnited States\nSaudi Arabia\nUnited Kingdom\nChina\nGermany\nIran,Republic of Afghanistan\nSupported by:\nSoviet Union (until 1991)\nIndia\nCommonwealth of Independent\nStates (from 1991)[618]\nTajikistan\nTurkmenistan\nUzbekistan\nRussia (until January 1992),"Cold War, Revolutions of 1989,\nDissolution of the Soviet Union, and Afghan conflict",https://en.wikipedia.org/wiki/Afghan_Civil_War_(1989%E2%80%931992),https://en.wikipedia.org/wiki/Cold_War
1989,1991,Mauritania–Senegal Border War,Mauritania\nSupported by:\nSyria\nIraq,Senegal\nFLAM,,https://en.wikipedia.org/wiki/Mauritania%E2%80%93Senegal_Border_War,
1989,1996,KDPI insurgency (1989–1996)\n,Iran,KDP-I,Kurdish separatism in Iran,https://en.wikipedia.org/wiki/KDPI_insurgency_(1989%E2%80%931996),https://en.wikipedia.org/wiki/Kurdish_separatism_in_Iran
1989,Ongoing,Insurgency in Jammu and Kashmir\n,India\nIndian Armed Forces\nIndian Army\nCentral Armed Police Force\nJammu and Kashmir Police,Political Parties:\nAPHC\nJIJK\nArmed groups:\nLashkar-e-Taiba\nTRF\nJeM\nMJC\nHuJI\nHizbul Mujahideen\nPAFF\nOther separatist movements &\ninsurgent militant\ngroups[619][620][621]\nFormer armed groups:\nJKLF (active until 1992)\nHUM (active until 2001)\nAl-Umar-Mujahideen (active\nuntil 2006)\nDeM[10] (active until 2018)\nAl-Badr (active until 2022)\nAl-Qaeda[622]\nAQIS[623]\nAGH (active until 2022)\nSupported by:\nPakistan\nD-Company[624]\nIslamic State,Kashmir conflict,https://en.wikipedia.org/wiki/Insurgency_in_Jammu_and_Kashmir,https://en.wikipedia.org/wiki/Kashmir_conflict
,,,,IS Hind[625]\nISJK[626]\n(until 2019),,,
1989,1989,1989 Philippine coup d'état attempt,Philippines\nUnited States (minor air support),Reform the Armed Forces\nMovement,,https://en.wikipedia.org/wiki/1989_Philippine_coup_d'%C3%A9tat_attempt,
1989,1989,Romanian Revolution\n,Revolutionaries\nAnti-communists\nCommunist Party dissidents\nAfter 22 December 1989:\nNational Salvation Front\nRomanian Armed Forces,Government (until 22 December\n1989)\nSecuritate\nMiliția\nArmy of the Socialist\nRepublic of Romania\nCommunist Party loyalists,Revolutions of 1989,https://en.wikipedia.org/wiki/Romanian_Revolution,https://en.wikipedia.org/wiki/Revolutions_of_1989
1989,1990,United States invasion of Panama\nthe war on drugs and Cold War,United States,Panama,,https://en.wikipedia.org/wiki/United_States_invasion_of_Panama,https://en.wikipedia.org/wiki/War_on_drugs
1989,1997,First Liberian Civil War\nthe Liberian Civil Wars and spillover of the Sierra\nLeone Civil War,Anti-Doe Armed Forces elements\nNPFL\nINPFL (1989–1992)\nNPFL-CRC (1994–1996)\nSupported by:\nLibya\nBurkina Faso\nRUF,"Liberian government\nLoyalist Armed Forces\nelements\nULIMO (1991–1994)\nULIMO-K (1994–1996)\nULIMO-J (1994–1996)\nLPC (1993–1996)\nLUDF (later becoming\nULIMO)\nLDF (1993–1996)\nSupported by:\nECOMOG\nNigeria (from 1990)\nGhana (from 1990)\nGuinea (from 1990)\nThe Gambia (from 1990)\nSierra Leone (1990–1991)\nUNOMIL (September 22,\n1993 – September 12, 1997)",,https://en.wikipedia.org/wiki/First_Liberian_Civil_War,https://en.wikipedia.org/wiki/Liberian_Civil_War_(disambiguation)
