Start,Finish,Name of Conflict,Belligerents,,Part of,War link,Wider conflict link
1917,1917,"Kerensky–Krasnov uprising
Part of Russian Civil War",Russian SFSR,"Rebels under Alexander
Kerensky",,https://en.wikipedia.org/wiki/Kerensky%E2%80%93Krasnov_uprising,
,,,,,,,
1917,1922,Russian Civil War,"Victorious in Russia, Ukraine,
Georgia, Armenia, Azerbaijan,
Kazakhstan, and Mongolia:
Russian SFSR
Other Soviet republics
Mongolian People's Party
Victorious in their
respective countries:
Kingdom of Finland
Republic of Estonia
Republic of Latvia
Republic of Lithuania
Second Polish Republic","White Movement
Central Powers (until
1918):
Austro-Hungarian
Empire
German Empire
Ottoman Empire
Allied Forces (from
1918):
Czechoslovakia
Republic of China
France
Kingdom of Greece
Kingdom of Italy
Empire of Japan
Poland
Kingdom of
Romania
Kingdom of Serbia
United Kingdom
Australia
Canada
United States
Other combatants:
Revolutionary
Insurrectionary Army of
Ukraine
Ukrainian People's
Republic
Democratic
Republic of Georgia
Democratic
Republic of Armenia
Various pro-
independence
movements",,https://en.wikipedia.org/wiki/Russian_Civil_War,
1917,1922,"Constitutional Protection
Movement",Beiyang Government,"Guangzhou Military
Government",,https://en.wikipedia.org/wiki/Constitutional_Protection_Movement,https://en.wikipedia.org/wiki/Constitutional_Protection_Movement
1917,1921,"Ukrainian War of Independence
Part of World War I and Russian
Civil War","Ukrainian SSR
Russian SFSR","Ukrainian People's
Republic
West Ukrainian
People's Republic
White Movement",,https://en.wikipedia.org/wiki/Ukrainian_War_of_Independence,
1917,1949,Ngolok rebellions (1917–49),Republic of China,Ngolok tribesmen,,https://en.wikipedia.org/wiki/Ngolok_rebellions_(1917%E2%80%9349),
1918,1918,"Operations against the Marri
and Khetran tribes (1918)[67]
",British Empire,Marri and Khetran tribesmen,"instability on the
North-West Frontier",https://en.wikipedia.org/wiki/Operations_against_the_Marri_and_Khetran_tribes_(1918),https://en.wikipedia.org/wiki/Operations_against_the_Marri_and_Khetran_tribes_(1918)
,,,,,,,
1918,1918,Adubi War,British Empire,Egba rebels,,https://en.wikipedia.org/wiki/Adubi_War,
1918,1922,Simko Shikak revolt (1918–22),"Iran
Qajars (1919–1921)
Pahlavis (1921–1922)","Rebels
Irregular Kurdish militias
Ottoman soldiers and
mercenaries",,https://en.wikipedia.org/wiki/Simko_Shikak_revolt_(1918%E2%80%9322),
1918,1918,"Judenburg mutiny
Part of World War I",Austria-Hungary,17th Infantry Regiment,,https://en.wikipedia.org/wiki/Judenburg_mutiny,
1918,1918,"Cattaro Mutiny
Part of World War I",Austria-Hungary,"Elements of the Austro-
Hungarian Navy",,https://en.wikipedia.org/wiki/Cattaro_Mutiny,
1918,1918,"Aster Revolution
Part of World War I",Hungarian National Council,Austria-Hungary,,https://en.wikipedia.org/wiki/Aster_Revolution,
1918,1918,"Radomir Rebellion
Part of World War I",Kingdom of Bulgaria,"Bulgarian Agrarian National
Union",,https://en.wikipedia.org/wiki/Aleksandar_Stamboliyski#Radomir_Rebellion_(1918),
1918,1918,"Left SR uprising
",Russian SFSR,"Left Socialist Revolutionary
Party",Russian Civil War,https://en.wikipedia.org/wiki/Left_SR_uprising,
1918,1918,Finnish Civil War,"Finnish White Guards
German Empire","Finnish Red Guards
Russian SFSR",,https://en.wikipedia.org/wiki/Finnish_Civil_War,
1918,1918,Georgian–Armenian War,First Republic of Armenia,"Democratic Republic of
Georgia",,https://en.wikipedia.org/wiki/Georgian%E2%80%93Armenian_War,
1918,1958,"Polish–Czechoslovak border
conflicts",Second Polish Republic,"First Czechoslovak
Republic (until 1938)
Second Czechoslovak
Republic (1938–1939)
First Slovak Republic
(1939–1945)
Third Czechoslovak
Republic (1945–1948)
Czechoslovak Socialist
Republic (1948–1958)",,https://en.wikipedia.org/wiki/Polish%E2%80%93Czechoslovak_border_conflicts,https://en.wikipedia.org/wiki/Polish%E2%80%93Czechoslovak_border_conflicts
1918,1918,"Internal conflict in the Banat
Republic",Banat Republic,"Serb National Council at
Timișoara
Serb National Council at
Pančevo
Timișoara Citizens' Guard
""Octobrists""
Green Cadres
Socialist rebels
Romanian rebels",,https://en.wikipedia.org/wiki/Banat_Republic#Internal_conflicts,https://en.wikipedia.org/wiki/Banat_Republic#Internal_conflicts
1918,1918,"Serbian incursion into the Banat
Republic",Kingdom of Serbia,Banat Republic,,https://en.wikipedia.org/wiki/Banat_Republic#Serbian_incursion,https://en.wikipedia.org/wiki/Banat_Republic#Serbian_incursion
1918,1918,Viena expedition,"Russian SFSR
Finnish Red Guards
United Kingdom","Finnish White Guards
Finnish Jäger troops",,https://en.wikipedia.org/wiki/Viena_expedition,
1918,1918,First Pechenga expedition,"Russian SFSR
Finnish Red Guards
Murmansk Legion",Finnish volunteers,,https://en.wikipedia.org/wiki/Pechenga_expeditions,
1918,1919,"Austro-Slovene conflict in
Carinthia","State of Slovenes, Croats
and Serbs
Kingdom of Yugoslavia","Republic of German-
Austria",,https://en.wikipedia.org/wiki/Austro-Slovene_conflict_in_Carinthia,https://en.wikipedia.org/wiki/Austro-Slovene_conflict_in_Carinthia
1918,1919,German Revolution of 1918–19,"Weimar Republic
Reichswehr
Social Democratic Party
of Germany","Royalist Forces:
German Empire
(1918)
Imperial German Army",,https://en.wikipedia.org/wiki/German_Revolution_of_1918%E2%80%9319,
,,,,"Communist Forces:
Bavarian Soviet
Republic
Spartacus League
German Communist
movements",,,
1918,1919,"Greater Poland Uprising (1918–
19)",Poland,German Empire,,https://en.wikipedia.org/wiki/Greater_Poland_Uprising_(1918%E2%80%9319),https://en.wikipedia.org/wiki/Greater_Poland_Uprising_(1918%E2%80%9319)
1918,1919,Hungarian–Czechoslovak War,"First Hungarian Republic
Hungarian Soviet Republic","First Czechoslovak
Republic",,https://en.wikipedia.org/wiki/Hungarian%E2%80%93Czechoslovak_War,
1918,1919,"Polish–Ukrainian War
",Poland,"West Ukrainian People's
Republic","Ukrainian War of
Independence",https://en.wikipedia.org/wiki/Polish%E2%80%93Ukrainian_War,
1918,1920,"Georgian–Ossetian conflict
(1918–20)
","Transcaucasian Democratic
Federative Republic
Democratic Republic of
Georgia","Pro-Bolshevik Ossetian
rebels",Russian Civil War,https://en.wikipedia.org/wiki/Georgian%E2%80%93Ossetian_conflict_(1918%E2%80%9320),https://en.wikipedia.org/wiki/Georgian%E2%80%93Ossetian_conflict_(1918%E2%80%9320)
1918,1919,"Sochi conflict
","White movement
Kuban-Black Sea Soviet
Republic","Democratic Republic of
Georgia",Russian Civil War,https://en.wikipedia.org/wiki/Sochi_conflict,
1918,1920,"Armenian–Azerbaijani War
","First Republic of Armenia
Republic of
Mountainous Armenia
Nagorno-Karabakh
rebels
British Empire (1918
only)
Centrocaspian
Dictatorship (1918 only)","Azerbaijan Democratic
Republic
Ottoman Empire
(1918 only)
Russian SFSR (from
April 1920)
Turkish National
Movement (from April
1920)",Russian Civil War,https://en.wikipedia.org/wiki/Armenian%E2%80%93Azerbaijani_war_(1918%E2%80%931920),
1918,1920,"Estonian War of Independence
","Estonia
White Russia
Latvia
United Kingdom
Ingria
Ober Ost
Finnish, Swedish and
Danish volunteers","Russian SFSR
Commune of
Estonia
Latvian SSR",Russian Civil War,https://en.wikipedia.org/wiki/Estonian_War_of_Independence,
1918,1920,"Latvian War of Independence
","Latvia
Estonia
Poland
United Kingdom
France","Russian SFSR
Latvian SSR",Russian Civil War,https://en.wikipedia.org/wiki/Latvian_War_of_Independence,
1918,1919,"Lithuanian–Soviet War
","Lithuania
Saxon volunteers","Russian Soviet
Federative Socialist Republic
Lithuanian-Belorussian
Soviet Socialist Republic","Lithuanian Wars of
Independence",https://en.wikipedia.org/wiki/Lithuanian%E2%80%93Soviet_War,https://en.wikipedia.org/wiki/Lithuanian_Wars_of_Independence
,,,,,,,
1918,1919,"Al-Khurma dispute
",Emirate of Riyadh,Kingdom of Hejaz,"Unification of Saudi
Arabia",https://en.wikipedia.org/wiki/Al-Khurma_dispute,https://en.wikipedia.org/wiki/Unification_of_Saudi_Arabia
1918,1921,War of the Insane,French Indochina,Hmong rebels,,https://en.wikipedia.org/wiki/War_of_the_Insane,
1918,1920,Revolt of the Ingrian Finns,Russian SFSR,"North Ingria
Finnish volunteers",,https://en.wikipedia.org/wiki/Revolt_of_the_Ingrian_Finns,
1918,1921,"Franco-Turkish War
",Turkish National Movement,"France
French Armenian Legion","Turkish War of
Independence",https://en.wikipedia.org/wiki/Franco-Turkish_War,https://en.wikipedia.org/wiki/Turkish_War_of_Independence
1919,1923,Second Yemeni–Asiri War[52],"Idrisid Emirate of Asir
Supported by:
British Empire","Mutawakkilite Kingdom
of Yemen",,https://en.wikipedia.org/wiki/Second_Yemeni%E2%80%93Asiri_War?action=edit&redlink=1,
1919,1919,Toli-Toli incident[6],Dutch Empire,Anti-Dutch forces,,https://en.wikipedia.org/wiki/Toli-Toli_incident?action=edit&redlink=1,
1919,1919,Garut incident[6],Dutch Empire,Anti-Dutch forces,,https://en.wikipedia.org/wiki/Garut_incident?action=edit&redlink=1,
1919,1919,"Punjab Rebellion[68] (See:
Amritsar Massacre)
",British Empire,Rebels,"instability on the
North-West Frontier",https://en.wikipedia.org/wiki/Punjab_Rebellion?action=edit&redlink=1,https://en.wikipedia.org/wiki/Amritsar_Massacre
1919,1919,Black Sea mutiny,France,Mutineers,,https://en.wikipedia.org/wiki/Black_Sea_mutiny,
1919,1919,"1919 Royalist uprising in
Northern Portugal",First Portuguese Republic,Monarchy of the North,,https://en.wikipedia.org/wiki/Monarchy_of_the_North,https://en.wikipedia.org/wiki/Monarchy_of_the_North
1919,1919,Christmas Uprising,"Montenegrin Whites
Kingdom of Yugoslavia","Montenegrin Greens
Kingdom of Italy",,https://en.wikipedia.org/wiki/Christmas_Uprising,
1919,1919,"Spartacist uprising
","Interim government
Freikorps","Communist Party of
Germany
Spartacus League
Independent Social
Democratic Party of
Germany","German Revolution
of 1918–19",https://en.wikipedia.org/wiki/Spartacist_uprising,https://en.wikipedia.org/wiki/German_Revolution_of_1918%E2%80%9319
1919,1919,"Lithuanian War of Independence
(War against the Bermontians)
",Lithuania,"West Russian Volunteer
Army","Lithuanian Wars of
Independence",https://en.wikipedia.org/wiki/Lithuanian_Wars_of_Independence#War_against_the_Bermontians,https://en.wikipedia.org/wiki/Lithuanian_Wars_of_Independence#War_against_the_Bermontians
1919,1919,Sejny Uprising,"Polish Military Organization
(PMO)
41st Infantry Regiment","Lithuanian Sejny
Command
1st Reserve Battalion",,https://en.wikipedia.org/wiki/Sejny_Uprising,
1919,1919,First Barzanji Revolt,British Empire,Kurdish Tribesmen,,https://en.wikipedia.org/wiki/Mahmud_Barzanji_revolts#1919_Kurdish_revolt,
1919,1919,"Polish–Czechoslovak War
",Czechoslovakia,Second Polish Republic,"Polish–Czechoslovak
border conflicts",https://en.wikipedia.org/wiki/Polish%E2%80%93Czechoslovak_War,https://en.wikipedia.org/wiki/Polish%E2%80%93Czechoslovak_border_conflicts
1919,1919,Khotyn Uprising,Romania,Ukrainian rebels,,https://en.wikipedia.org/wiki/Khotyn_Uprising,
1919,1919,"Hungarian–Romanian war of
1919",Romania,"First Hungarian Republic
(until 21 March 1919)
Hungarian Soviet
Republic",,https://en.wikipedia.org/wiki/Hungarian%E2%80%93Romanian_war_of_1919,https://en.wikipedia.org/wiki/Hungarian%E2%80%93Romanian_war_of_1919
1919,"1922
(Armistice)",Turkish War of Independence,Turkish National Movement,"Greece
France
Armenia (in 1920)",,https://en.wikipedia.org/wiki/Turkish_War_of_Independence,
,"1923
(Treaty)",,"Grand National Assembly
(after 1920)
Kuva-yi Nizamiye
Kuva-yi Milliye (until 1920)
Supported by:
Russian SFSR","United Kingdom
Ottoman Empire (until
1922)
Kuva-yi Inzibatiye (in 1920)
Italy
Georgia (in 1921)",,,
1919,1919,Third Anglo-Afghan War,Afghanistan,"British Empire
India",,https://en.wikipedia.org/wiki/Third_Anglo-Afghan_War,
1919,1920,"Waziristan campaign (1919–
1920)","British Empire
India",Waziristan,,https://en.wikipedia.org/wiki/Waziristan_campaign_(1919%E2%80%931920),https://en.wikipedia.org/wiki/Waziristan_campaign_(1919%E2%80%931920)
1919,1919,Impresa di Fiume,"Forces loyal to Gabriele
D'Annunzio","American,
British and French occupying
forces",,https://en.wikipedia.org/wiki/Impresa_di_Fiume,
1919,1920,Italo-Yugoslav War,"Kingdom of Italy
Free State of Fiume","Kingdom of Serbs,
Croats and Slovenes",,https://en.wikipedia.org/wiki/Rijeka#The_%22Fiume_Question%22_and_the_Italian-Yugoslav_dispute,
1919,1919,First Honduran Civil War,Rebels,Honduras,,https://en.wikipedia.org/wiki/First_Honduran_Civil_War,
1919,1921,Polish–Soviet War,"Republic of Poland
Ukrainian People's
Republic","Russian SFSR
Ukrainian SSR",,https://en.wikipedia.org/wiki/Polish%E2%80%93Soviet_War,
1919,1919,"First Silesian Uprising
",Weimar Republic,Silesian Rebels,Silesian Uprisings,https://en.wikipedia.org/wiki/Silesian_Uprisings,
1919,1919,Aunus expedition,"Russian SFSR
Finnish Red Guards","Finnish White Guards
Finnish Jäger troops",,https://en.wikipedia.org/wiki/Aunus_expedition,
1919,1920,Alawite Revolt of 1919,France,Syrian insurgents,,https://en.wikipedia.org/wiki/Alawite_Revolt_of_1919,
1919,1921,Irish War of Independence,Irish Republic,United Kingdom,,https://en.wikipedia.org/wiki/Irish_War_of_Independence,
1919,1920,Kuwait–Najd War,"Kuwait
British Empire","Ikhwan
Bedouins",,https://en.wikipedia.org/wiki/Kuwait%E2%80%93Najd_War,
1919,1922,"Greco-Turkish War (1919–1922)
","Turkish National Movement
Supported by:
Russian SFSR","Kingdom of Greece
Supported by:
United Kingdom
Armenian volunteers","Turkish War of
Independence",https://en.wikipedia.org/wiki/Greco-Turkish_War_(1919%E2%80%931922),
1919,1923,"Revolts during the Turkish War
of Independence",Turkish National Movement,"Ottoman Empire
Kuva-yi Inzibatiye (in 1920)
Pontic rebels
Milli tribe
Koçgiri tribe
Rebels of Ethem the
Circassian (1920–1921)",,https://en.wikipedia.org/wiki/Revolts_during_the_Turkish_War_of_Independence,https://en.wikipedia.org/wiki/Revolts_during_the_Turkish_War_of_Independence
Start,Finish,Name of Conflict,Belligerents,,,,
,,,"Victorious party (if
applicable)",Defeated party (if applicable),,,
1920,1920,Franco-Syrian War,"France
French Syria",Syrian rebels,,https://en.wikipedia.org/wiki/Franco-Syrian_War,
1920,1920,1920 uprising in Afghanistan[69],Afghanistan,Safi regiment,,https://en.wikipedia.org/wiki/1920_uprising_in_Afghanistan?action=edit&redlink=1,
1920,1920,Misurata-Warfala War[70],Warfallan tribesmen,Tripolitanian Republic,,https://en.wikipedia.org/wiki/Misurata-Warfala_War?action=edit&redlink=1,
1920,1920,Husino rebellion,"Kingdom of Serbs, Croats
and Slovenes",Bosnian miners,,https://en.wikipedia.org/wiki/Husino_rebellion,
1920,1920,1920 Iraqi Revolt,British Empire,Iraqi rebels,,https://en.wikipedia.org/wiki/Iraqi_revolt_against_the_British,
1920,1920,Vlora War,Principality of Albania,Kingdom of Italy,,https://en.wikipedia.org/wiki/Vlora_War,
1920,1922,"1920–1922 Jabal al-Gharbi civil
war",Tribal fighters,Tribal fighters,,https://en.wikipedia.org/wiki/1920%E2%80%931922_Jabal_al-Gharbi_civil_war,https://en.wikipedia.org/wiki/1920%E2%80%931922_Jabal_al-Gharbi_civil_war
1920,1920,"Polish–Lithuanian War
",Poland,Lithuania,"Lithuanian Wars of
Independence",https://en.wikipedia.org/wiki/Polish%E2%80%93Lithuanian_War,https://en.wikipedia.org/wiki/Lithuanian_Wars_of_Independence
1920,1920,Kapp Putsch,Weimar Republic,Far-right Freikorps,,https://en.wikipedia.org/wiki/Kapp_Putsch,
1920,1920,Ruhr Uprising,"Weimar Republic
Freikorps",Red Ruhr Army,,https://en.wikipedia.org/wiki/Ruhr_Uprising,
1920,1920,"Second Silesian Uprising
",Weimar Republic,"German civil government and
police of Upper Silesia",Silesian Uprisings,https://en.wikipedia.org/wiki/Silesian_Uprisings,
1920,1920,1920 Georgian coup attempt,"Democratic Republic of
Georgia",Georgian Bolsheviks,,https://en.wikipedia.org/wiki/1920_Georgian_coup_attempt,
1920,1920,May Uprising,"First Republic of Armenia
Armenian Revolutionary
Federation","Armenian Bolsheviks
Muslims of Armenia",,https://en.wikipedia.org/wiki/May_Uprising,
1920,1920,"Turkish–Armenian War
","Turkish National
Movement
Russian SFSR",First Republic of Armenia,"Turkish War of
Independence",https://en.wikipedia.org/wiki/Turkish%E2%80%93Armenian_War,
1920,1920,"Zhili–Anhui War
","Zhili clique
Fengtian clique",Anhui clique,Warlord Era,https://en.wikipedia.org/wiki/Zhili%E2%80%93Anhui_War,https://en.wikipedia.org/wiki/Warlord_Era
1920,1920,Second Pechenga expedition,"Russian SFSR
Finnish Red Guards
Murmansk Legion",Finnish volunteers,,https://en.wikipedia.org/wiki/Pechenga_expeditions,
1920,1921,"Guangdong–Guangxi War
",Old Guangxi clique,Chinese Revolutionary Party,Warlord Era,https://en.wikipedia.org/wiki/Guangdong%E2%80%93Guangxi_War,https://en.wikipedia.org/wiki/Warlord_Era
1920,1920,"Qing dynasty Restorationists in
Dingxi[71]",Beiyang government,Qing Restorationists,,https://en.wikipedia.org/wiki/Qing,https://en.wikipedia.org/wiki/Dingxi
1920,1921,"Dagestan Uprising
",Russian SFSR,Dagestani rebels,Russian Civil War,https://en.wikipedia.org/wiki/Dagestan_Uprising,
1920,1926,Rif War,"France
Spain",Rif Republic,,https://en.wikipedia.org/wiki/Rif_War,
,,,,,,,
1920,1920,Invasion of Upper Asir,"Sultanate of Nejd
Idrisid Emirate of Asir",Sheikdom of Upper Asir,,https://en.wikipedia.org/wiki/Sheikdom_of_Upper_Asir#Saudi_invasion_and_collapse_(21_July_1920),
1921,1921,1921 Khorosan rebellion[72],Iran,"Autonomous Government of
Khorasan",,https://en.wikipedia.org/wiki/1921_Khorosan_rebellion?action=edit&redlink=1,
1921,1921,"Kurdish uprising of Autumn
1921[49]",Turkey,Anti-Kemalist Kurdish rebels,,https://en.wikipedia.org/wiki/Kurdish_uprising_of_Autumn_1921?action=edit&redlink=1,https://en.wikipedia.org/wiki/Kurdish_uprising_of_Autumn_1921?action=edit&redlink=1
1921,1921,"Waziristan campaign (1921–
1924)","British Empire
India",Waziristan,,https://en.wikipedia.org/wiki/Waziristan_campaign_(1921%E2%80%931924),https://en.wikipedia.org/wiki/Waziristan_campaign_(1921%E2%80%931924)
1921,1921,Anti-fascist uprising in Albona,Kingdom of Italy,Albona Republic,,https://en.wikipedia.org/wiki/Albona_Republic#History,
1921,1921,"Red Army invasion of Georgia
","Russian SFSR
Turkey","Democratic Republic of
Georgia",Russian Civil War,https://en.wikipedia.org/wiki/Red_Army_invasion_of_Georgia,
1921,1921,"Kronstadt rebellion
",Russian SFSR,Anarchist sailors,Russian Civil War,https://en.wikipedia.org/wiki/Kronstadt_rebellion,
1921,1921,"February Uprising
","Revolutionary committee
(Revkom) of Armenia","Armenian Revolutionary
Federation",Russian Civil War,https://en.wikipedia.org/wiki/February_Uprising,
1921,1921,Coto War,Costa Rica,Panama,,https://en.wikipedia.org/wiki/Coto_War,
1921,1921,"Battle of Mountainous Armenia
",Armenia,"Russian SFSR
Turkey
Azerbaijan SSR",Russian Civil War,https://en.wikipedia.org/wiki/Republic_of_Mountainous_Armenia,
1921,1921,March Action,Weimar Republic,"Communist Party of Germany
Communist Workers' Party of
Germany",,https://en.wikipedia.org/wiki/March_Action,
